FileType	fastq	Read submission file type										
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	library_construction_protocol
ERS28441193	PRJEB106128	Illumina HiSeq 2500	Coconut_14M_HL_Ilium_7_5_29_2019_S367_L002	METAGENOMIC	RANDOM	WGS	Coconut_14M_HL_Ilium_7_5_29_2019_S367_L002_R1_001.fastq.gz	ebedd4840223abb3d0119c504966d272	Coconut_14M_HL_Ilium_7_5_29_2019_S367_L002_R2_001.fastq.gz	169e4d233cf7bd0330b103302d90d071	Shotgun metagenomic library preparation
ERS28441194	PRJEB106128	Illumina HiSeq 2500	Coconut_14M_HL_Prox-_Jej_7_5_29_2019_S366_L002	METAGENOMIC	RANDOM	WGS	Coconut_14M_HL_Prox-_Jej_7_5_29_2019_S366_L002_R1_001.fastq.gz	b5540dc2c549bedd95e5782121883cc5	Coconut_14M_HL_Prox-_Jej_7_5_29_2019_S366_L002_R2_001.fastq.gz	0348edeeec8894911359f042009ae4b3	Shotgun metagenomic library preparation
ERS28441195	PRJEB106128	Illumina HiSeq 2500	Coconut_14M_HR_Cecum_7_5_22_2019_S363_L002	METAGENOMIC	RANDOM	WGS	Coconut_14M_HR_Cecum_7_5_22_2019_S363_L002_R1_001.fastq.gz	8d3423e64883ef9064198bab301bbcd3	Coconut_14M_HR_Cecum_7_5_22_2019_S363_L002_R2_001.fastq.gz	b7f93d143ec78467a0a1e056ce841c0d	Shotgun metagenomic library preparation
ERS28441196	PRJEB106128	Illumina HiSeq 2500	Coconut_14M_HR_Colon_7_5_22_2019_S364_L002	METAGENOMIC	RANDOM	WGS	Coconut_14M_HR_Colon_7_5_22_2019_S364_L002_R1_001.fastq.gz	bacf1f8eb682a5d5e146a9185db74425	Coconut_14M_HR_Colon_7_5_22_2019_S364_L002_R2_001.fastq.gz	21dbe9fedf0f5a15afcd8f580caf7e47	Shotgun metagenomic library preparation
ERS28441197	PRJEB106128	Illumina HiSeq 2500	Coconut_14M_HR_Duo_7_5_22_2019_S360_L002	METAGENOMIC	RANDOM	WGS	Coconut_14M_HR_Duo_7_5_22_2019_S360_L002_R1_001.fastq.gz	ab4342c6be264e5802d111e378760fdf	Coconut_14M_HR_Duo_7_5_22_2019_S360_L002_R2_001.fastq.gz	2732b99b5a2c0591a604e70be9646b08	Shotgun metagenomic library preparation
ERS28441198	PRJEB106128	Illumina HiSeq 2500	Coconut_14M_HR_Ilium_7_5_22_2019_S362_L002	METAGENOMIC	RANDOM	WGS	Coconut_14M_HR_Ilium_7_5_22_2019_S362_L002_R1_001.fastq.gz	2f85106b68726185d5d6391b964e189d	Coconut_14M_HR_Ilium_7_5_22_2019_S362_L002_R2_001.fastq.gz	0da5ac7df76dad234bdfdfe6055fb0d2	Shotgun metagenomic library preparation
ERS28441199	PRJEB106128	Illumina HiSeq 2500	Coconut_14M_HR_Prox-_Jej_7_5_22_2019_S361_L002	METAGENOMIC	RANDOM	WGS	Coconut_14M_HR_Prox-_Jej_7_5_22_2019_S361_L002_R1_001.fastq.gz	2a5248e0654c0e858dcd3815a7e5b3aa	Coconut_14M_HR_Prox-_Jej_7_5_22_2019_S361_L002_R2_001.fastq.gz	99883765bbe97c9c28c6902e965d5fbe	Shotgun metagenomic library preparation
ERS28441200	PRJEB106128	Illumina HiSeq 2500	Coconut_1_1_M1_7_31_2019_S37_L003	METAGENOMIC	RANDOM	WGS	Coconut_1_1_M1_7_31_2019_S37_L003_R1_001.fastq.gz	2977c58e382542d55a3962652aa4601a	Coconut_1_1_M1_7_31_2019_S37_L003_R2_001.fastq.gz	400dd82f1b67616df5e27d4158eaaff5	Shotgun metagenomic library preparation
ERS28441201	PRJEB106128	Illumina HiSeq 2500	Coconut_1_1_M4R5_4_3_2020_S278_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_1_M4R5_4_3_2020_S278_L002_R1_001.fastq.gz	0a8906d3a6b33e526692145da4fb4c98	Coconut_1_1_M4R5_4_3_2020_S278_L002_R2_001.fastq.gz	543377b504e0d8a4b47cddf16d36aed7	Shotgun metagenomic library preparation
ERS28441202	PRJEB106128	Illumina HiSeq 2500	Coconut_1_1_M4R7_5_22_2020_S625_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_1_M4R7_5_22_2020_S625_L001_R1_001.fastq.gz	189c6f1aaa02e54f29f20d0b5f8fe96a	Coconut_1_1_M4R7_5_22_2020_S625_L001_R2_001.fastq.gz	101f3888999e611e8f4ba56fd2503518	Shotgun metagenomic library preparation
ERS28441203	PRJEB106128	Illumina HiSeq 2500	Coconut_1_2_D0_6_18_19_S421_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_2_D0_6_18_19_S421_L001_R1_001.fastq.gz	cc8fff8805a08a9b50d28780e09a8c22	Coconut_1_2_D0_6_18_19_S421_L001_R2_001.fastq.gz	fe754dc77450bc566c875aa389f3f2c6	Shotgun metagenomic library preparation
ERS28441204	PRJEB106128	Illumina HiSeq 2500	Coconut_1_2_M11_5_21_2020_S62_L003	METAGENOMIC	RANDOM	WGS	Coconut_1_2_M11_5_21_2020_S62_L003_R1_001.fastq.gz	dd4b55cf40f539a6ed35d4dd685bb37e	Coconut_1_2_M11_5_21_2020_S62_L003_R2_001.fastq.gz	ec3edb0993e381e3b0485888d1610b57	Shotgun metagenomic library preparation
ERS28441205	PRJEB106128	Illumina HiSeq 2500	Coconut_1_2_M1_7_31_2019_S38_L003	METAGENOMIC	RANDOM	WGS	Coconut_1_2_M1_7_31_2019_S38_L003_R1_001.fastq.gz	2dcbe75c5d4f518280292d7362c85144	Coconut_1_2_M1_7_31_2019_S38_L003_R2_001.fastq.gz	50ae35134a49e05cc7a6f94cb7ad4f41	Shotgun metagenomic library preparation
ERS28441206	PRJEB106128	Illumina HiSeq 2500	Coconut_1_2_M4_10_18_2019_S311_L004	METAGENOMIC	RANDOM	WGS	Coconut_1_2_M4_10_18_2019_S311_L004_R1_001.fastq.gz	748d262b93f57954ea1b46acd7ed2353	Coconut_1_2_M4_10_18_2019_S311_L004_R2_001.fastq.gz	010936b321a36e10c20fe24bfb12e8e7	Shotgun metagenomic library preparation
ERS28441207	PRJEB106128	Illumina HiSeq 2500	Coconut_1_2_M6_12_18_2019_S191_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_2_M6_12_18_2019_S191_L002_R1_001.fastq.gz	daaadf77ecb09ae05f57722459d2f165	Coconut_1_2_M6_12_18_2019_S191_L002_R2_001.fastq.gz	ea6e241c1264c1f0a15d254f1c2b8b5c	Shotgun metagenomic library preparation
ERS28441208	PRJEB106128	Illumina HiSeq 2500	Coconut_1_2_M9_3_20_2020_S524_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_2_M9_3_20_2020_S524_L001_R1_001.fastq.gz	68c808af2794e347a4ceeb329d7be8e5	Coconut_1_2_M9_3_20_2020_S524_L001_R2_001.fastq.gz	4771b19258cdc977f7e11b43eb8fe0f1	Shotgun metagenomic library preparation
ERS28441209	PRJEB106128	Illumina HiSeq 2500	Coconut_1_3_M1_7_31_2019_S39_L003	METAGENOMIC	RANDOM	WGS	Coconut_1_3_M1_7_31_2019_S39_L003_R1_001.fastq.gz	4e6da0fa4299ed9a654fa0de7444eede	Coconut_1_3_M1_7_31_2019_S39_L003_R2_001.fastq.gz	0d924dd7d3bc83cb183bd19ffb79c56e	Shotgun metagenomic library preparation
ERS28441210	PRJEB106128	Illumina HiSeq 2500	Coconut_1_3_M4_10_18_2019_S312_L004	METAGENOMIC	RANDOM	WGS	Coconut_1_3_M4_10_18_2019_S312_L004_R1_001.fastq.gz	d4e1b2e3153e8430adfbae315944df57	Coconut_1_3_M4_10_18_2019_S312_L004_R2_001.fastq.gz	3465ef167a7817308e48cf0b3bc5db6e	Shotgun metagenomic library preparation
ERS28441211	PRJEB106128	Illumina HiSeq 2500	Coconut_1_3_M6_12_18_2019_S192_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_3_M6_12_18_2019_S192_L002_R1_001.fastq.gz	08b028a86231aeabfad076bf4c3e3c1a	Coconut_1_3_M6_12_18_2019_S192_L002_R2_001.fastq.gz	3113c34df7544e69f5bab5640ce1bb9f	Shotgun metagenomic library preparation
ERS28441212	PRJEB106128	Illumina HiSeq 2500	Coconut_1_3_M9R0_4_3_2020_S279_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_3_M9R0_4_3_2020_S279_L002_R1_001.fastq.gz	2555fc6edd4dd41db57f37f8094e7fcf	Coconut_1_3_M9R0_4_3_2020_S279_L002_R2_001.fastq.gz	544fb14364c21f61750de31d55fd9862	Shotgun metagenomic library preparation
ERS28441213	PRJEB106128	Illumina HiSeq 2500	Coconut_1_3_M9R2_5_22_2020_S626_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_3_M9R2_5_22_2020_S626_L001_R1_001.fastq.gz	6ff99ea2cc5c7ba45471b8a2bbbb6a5d	Coconut_1_3_M9R2_5_22_2020_S626_L001_R2_001.fastq.gz	a52115ea9437155328adc561aa67d7dc	Shotgun metagenomic library preparation
ERS28441214	PRJEB106128	Illumina HiSeq 2500	Coconut_1_3_M9_3_20_2020_S525_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_3_M9_3_20_2020_S525_L001_R1_001.fastq.gz	465a2ca80c6c6377ab671a08bda739cf	Coconut_1_3_M9_3_20_2020_S525_L001_R2_001.fastq.gz	7640c94e1f7da5790c77733bed89f7b1	Shotgun metagenomic library preparation
ERS28441215	PRJEB106128	Illumina HiSeq 2500	Coconut_1_4_M11_5_21_2020_S63_L003	METAGENOMIC	RANDOM	WGS	Coconut_1_4_M11_5_21_2020_S63_L003_R1_001.fastq.gz	b775945850cc5f6dc446569b9db3e919	Coconut_1_4_M11_5_21_2020_S63_L003_R2_001.fastq.gz	e7ceb13608b5ddbbb9f8ec60f7c9c23b	Shotgun metagenomic library preparation
ERS28441216	PRJEB106128	Illumina HiSeq 2500	Coconut_1_4_M1_7_31_2019_S40_L003	METAGENOMIC	RANDOM	WGS	Coconut_1_4_M1_7_31_2019_S40_L003_R1_001.fastq.gz	6e3d5fb7982ed360a7dd365360074f8b	Coconut_1_4_M1_7_31_2019_S40_L003_R2_001.fastq.gz	4cf0040ac367535d64570b0456018bd8	Shotgun metagenomic library preparation
ERS28441217	PRJEB106128	Illumina HiSeq 2500	Coconut_1_4_M4_10_18_2019_S313_L004	METAGENOMIC	RANDOM	WGS	Coconut_1_4_M4_10_18_2019_S313_L004_R1_001.fastq.gz	8182fe81ff57d941a09cea97cdf37f79	Coconut_1_4_M4_10_18_2019_S313_L004_R2_001.fastq.gz	ca4c366051908c1a7904cc204b63b2c2	Shotgun metagenomic library preparation
ERS28441218	PRJEB106128	Illumina HiSeq 2500	Coconut_1_4_M6_12_18_2019_S193_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_4_M6_12_18_2019_S193_L002_R1_001.fastq.gz	92cd32315d454a67e5a1053cac143c62	Coconut_1_4_M6_12_18_2019_S193_L002_R2_001.fastq.gz	86f8c5f109cf6114be401d1a9c5a06e8	Shotgun metagenomic library preparation
ERS28441219	PRJEB106128	Illumina HiSeq 2500	Coconut_1_4_M9_3_20_2020_S526_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_4_M9_3_20_2020_S526_L001_R1_001.fastq.gz	f4bcc5ddd944db3b868805a85340f2ce	Coconut_1_4_M9_3_20_2020_S526_L001_R2_001.fastq.gz	b7f8bfa632b7f213faa9e518278c5361	Shotgun metagenomic library preparation
ERS28441220	PRJEB106128	Illumina HiSeq 2500	Coconut_1_5_D0_6_18_19_S422_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_5_D0_6_18_19_S422_L001_R1_001.fastq.gz	4cbef77dcc35cf9e7db80b83f0a6529e	Coconut_1_5_D0_6_18_19_S422_L001_R2_001.fastq.gz	136799ac15751779f72b6b99ca76bb5b	Shotgun metagenomic library preparation
ERS28441221	PRJEB106128	Illumina HiSeq 2500	Coconut_1_5_M1_7_31_2019_S41_L003	METAGENOMIC	RANDOM	WGS	Coconut_1_5_M1_7_31_2019_S41_L003_R1_001.fastq.gz	88df30b9f0db1ace65cfae3633f731a2	Coconut_1_5_M1_7_31_2019_S41_L003_R2_001.fastq.gz	e50607b403fd3def0e57c14e45bd16fe	Shotgun metagenomic library preparation
ERS28441222	PRJEB106128	Illumina HiSeq 2500	Coconut_1_5_M4_10_18_2019_S314_L004	METAGENOMIC	RANDOM	WGS	Coconut_1_5_M4_10_18_2019_S314_L004_R1_001.fastq.gz	43a64a8be3f20834f7c6737909940aa9	Coconut_1_5_M4_10_18_2019_S314_L004_R2_001.fastq.gz	f6f136b26ac17a218f3c80535e759bce	Shotgun metagenomic library preparation
ERS28441223	PRJEB106128	Illumina HiSeq 2500	Coconut_1_5_M6_12_18_2019_S194_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_5_M6_12_18_2019_S194_L002_R1_001.fastq.gz	f0bf2620bdec82f704090bf95bb52d50	Coconut_1_5_M6_12_18_2019_S194_L002_R2_001.fastq.gz	dea2070cdcf93bd168f608bde692a0d4	Shotgun metagenomic library preparation
ERS28441224	PRJEB106128	Illumina HiSeq 2500	Coconut_1_5_M9R0_4_3_2020_S280_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_5_M9R0_4_3_2020_S280_L002_R1_001.fastq.gz	611d0717f828eb93c115116bb9390c61	Coconut_1_5_M9R0_4_3_2020_S280_L002_R2_001.fastq.gz	d81089cadffa2c74c4f5764e93b353bb	Shotgun metagenomic library preparation
ERS28441225	PRJEB106128	Illumina HiSeq 2500	Coconut_1_5_M9R2_5_22_2020_S627_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_5_M9R2_5_22_2020_S627_L001_R1_001.fastq.gz	9b3880d059a3fa9c53ed5e9f06757496	Coconut_1_5_M9R2_5_22_2020_S627_L001_R2_001.fastq.gz	2a88483d251e03a94d4d90a65ff0d9f8	Shotgun metagenomic library preparation
ERS28441226	PRJEB106128	Illumina HiSeq 2500	Coconut_1_5_M9_3_20_2020_S527_L001	METAGENOMIC	RANDOM	WGS	Coconut_1_5_M9_3_20_2020_S527_L001_R1_001.fastq.gz	29d367949f67980e9ef6345bca621b93	Coconut_1_5_M9_3_20_2020_S527_L001_R2_001.fastq.gz	58287ded5bc67fdfcaf05d5a53416f6e	Shotgun metagenomic library preparation
ERS28441227	PRJEB106128	Illumina HiSeq 2500	Coconut_1_plus_2_R_1_M4R2_12_6_2019_S251_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_plus_2_R_1_M4R2_12_6_2019_S251_L002_R1_001.fastq.gz	1a0dd0259b511d1565874f8c100fa5ec	Coconut_1_plus_2_R_1_M4R2_12_6_2019_S251_L002_R2_001.fastq.gz	4bcc242a2a954fec867478915eb094f3	Shotgun metagenomic library preparation
ERS28441228	PRJEB106128	Illumina HiSeq 2500	Coconut_1_plus_2_R_7_M4R2_12_6_2019_S252_L002	METAGENOMIC	RANDOM	WGS	Coconut_1_plus_2_R_7_M4R2_12_6_2019_S252_L002_R1_001.fastq.gz	9dbf15ebeeded29cfb6db2ab15ea4cc3	Coconut_1_plus_2_R_7_M4R2_12_6_2019_S252_L002_R2_001.fastq.gz	9993c6afb5e1fef6b091583835f811fd	Shotgun metagenomic library preparation
ERS28441229	PRJEB106128	Illumina HiSeq 2500	Coconut_2_10_M1_7_31_2019_S46_L003	METAGENOMIC	RANDOM	WGS	Coconut_2_10_M1_7_31_2019_S46_L003_R1_001.fastq.gz	f8654a6ed461c437c2d9ca0938482263	Coconut_2_10_M1_7_31_2019_S46_L003_R2_001.fastq.gz	f4b06f11d6a850d5700cfc6b5cc65fc1	Shotgun metagenomic library preparation
ERS28441230	PRJEB106128	Illumina HiSeq 2500	Coconut_2_10_M4_10_18_2019_S318_L004	METAGENOMIC	RANDOM	WGS	Coconut_2_10_M4_10_18_2019_S318_L004_R1_001.fastq.gz	69b469ffbc9727b1f40c9c84eaa7fb5e	Coconut_2_10_M4_10_18_2019_S318_L004_R2_001.fastq.gz	c7f5861a709922f0e4df6d56a7492ae3	Shotgun metagenomic library preparation
ERS28441231	PRJEB106128	Illumina HiSeq 2500	Coconut_2_10_M6_12_18_2019_S198_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_10_M6_12_18_2019_S198_L002_R1_001.fastq.gz	9a6317033139085ece558869f84c3042	Coconut_2_10_M6_12_18_2019_S198_L002_R2_001.fastq.gz	aef7b9a52aad02a3d39af8238558ff2c	Shotgun metagenomic library preparation
ERS28441232	PRJEB106128	Illumina HiSeq 2500	Coconut_2_10_M9R0_4_3_2020_S282_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_10_M9R0_4_3_2020_S282_L002_R1_001.fastq.gz	5cbb8d5588fb210067a809f3cc9472d3	Coconut_2_10_M9R0_4_3_2020_S282_L002_R2_001.fastq.gz	56c1c23caefd0ec2b50f51a6f0fc55de	Shotgun metagenomic library preparation
ERS28441233	PRJEB106128	Illumina HiSeq 2500	Coconut_2_10_M9_3_20_2020_S195_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_10_M9_3_20_2020_S195_L002_R1_001.fastq.gz	fb9be80ad5479c848d36733e52e39c10	Coconut_2_10_M9_3_20_2020_S195_L002_R2_001.fastq.gz	87ef0366e71a0dbb99f73ef36b75034b	Shotgun metagenomic library preparation
ERS28441234	PRJEB106128	Illumina HiSeq 2500	Coconut_2_6_D0_6_18_19_S423_L001	METAGENOMIC	RANDOM	WGS	Coconut_2_6_D0_6_18_19_S423_L001_R1_001.fastq.gz	1d3f3fba4da347bf8c33fc43ec2b2fd5	Coconut_2_6_D0_6_18_19_S423_L001_R2_001.fastq.gz	ee3e11f739292c6bb0f194e37c4dcddf	Shotgun metagenomic library preparation
ERS28441235	PRJEB106128	Illumina HiSeq 2500	Coconut_2_6_M11_5_21_2020_S64_L003	METAGENOMIC	RANDOM	WGS	Coconut_2_6_M11_5_21_2020_S64_L003_R1_001.fastq.gz	d9e23db40377bdd385a0c70ab6472b65	Coconut_2_6_M11_5_21_2020_S64_L003_R2_001.fastq.gz	cc7e65cdfc5dbd08af6dc78251a2f275	Shotgun metagenomic library preparation
ERS28441236	PRJEB106128	Illumina HiSeq 2500	Coconut_2_6_M1_7_31_2019_S42_L003	METAGENOMIC	RANDOM	WGS	Coconut_2_6_M1_7_31_2019_S42_L003_R1_001.fastq.gz	8596be59aa7405f5e9d307e6390625e5	Coconut_2_6_M1_7_31_2019_S42_L003_R2_001.fastq.gz	767f5f30c0e83f6aaa0b897e1db70916	Shotgun metagenomic library preparation
ERS28441237	PRJEB106128	Illumina HiSeq 2500	Coconut_2_6_M4_10_18_2019_S315_L004	METAGENOMIC	RANDOM	WGS	Coconut_2_6_M4_10_18_2019_S315_L004_R1_001.fastq.gz	227af3bfbf2874b437b345843e38a4eb	Coconut_2_6_M4_10_18_2019_S315_L004_R2_001.fastq.gz	626ec159f84c492b655a5ecc7d514af9	Shotgun metagenomic library preparation
ERS28441238	PRJEB106128	Illumina HiSeq 2500	Coconut_2_6_M6_12_18_2019_S195_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_6_M6_12_18_2019_S195_L002_R1_001.fastq.gz	42fd8909574de312c5226070082c5a72	Coconut_2_6_M6_12_18_2019_S195_L002_R2_001.fastq.gz	76e2b830b22d024c6929cce28a91961c	Shotgun metagenomic library preparation
ERS28441239	PRJEB106128	Illumina HiSeq 2500	Coconut_2_6_M9_3_20_2020_S192_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_6_M9_3_20_2020_S192_L002_R1_001.fastq.gz	f3b6f289524fb759fe3d79291d9310c8	Coconut_2_6_M9_3_20_2020_S192_L002_R2_001.fastq.gz	18318dc1d35bc0a8502e951c7c212ea7	Shotgun metagenomic library preparation
ERS28441240	PRJEB106128	Illumina HiSeq 2500	Coconut_2_7_M1_7_31_2019_S43_L003	METAGENOMIC	RANDOM	WGS	Coconut_2_7_M1_7_31_2019_S43_L003_R1_001.fastq.gz	f2cac56f6069aa9dbf3856e3a7ecd833	Coconut_2_7_M1_7_31_2019_S43_L003_R2_001.fastq.gz	775b49177b71c10b7f0e4b0e53c8a50b	Shotgun metagenomic library preparation
ERS28441241	PRJEB106128	Illumina HiSeq 2500	Coconut_2_7_M4R5_4_3_2020_S281_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_7_M4R5_4_3_2020_S281_L002_R1_001.fastq.gz	cfb085aa415db5cd9bbf3c0c4a4b6c15	Coconut_2_7_M4R5_4_3_2020_S281_L002_R2_001.fastq.gz	a288e02c94e0564a239bb1cef9b34608	Shotgun metagenomic library preparation
ERS28441242	PRJEB106128	Illumina HiSeq 2500	Coconut_2_7_M4R7_5_22_2020_S628_L001	METAGENOMIC	RANDOM	WGS	Coconut_2_7_M4R7_5_22_2020_S628_L001_R1_001.fastq.gz	becf1bdc34f39ba513e7f030c40f08d5	Coconut_2_7_M4R7_5_22_2020_S628_L001_R2_001.fastq.gz	91b74eff7197f502062551dcf4fde15a	Shotgun metagenomic library preparation
ERS28441243	PRJEB106128	Illumina HiSeq 2500	Coconut_2_8_D0_6_18_19_S424_L001	METAGENOMIC	RANDOM	WGS	Coconut_2_8_D0_6_18_19_S424_L001_R1_001.fastq.gz	3f0390fa5e2485fdb7213855c9f23f94	Coconut_2_8_D0_6_18_19_S424_L001_R2_001.fastq.gz	c6ccd71cdb13d4f636da1ccff4f8fd16	Shotgun metagenomic library preparation
ERS28441244	PRJEB106128	Illumina HiSeq 2500	Coconut_2_8_M4_10_18_2019_S316_L004	METAGENOMIC	RANDOM	WGS	Coconut_2_8_M4_10_18_2019_S316_L004_R1_001.fastq.gz	ae9d5a047594111252533951dcd5a74d	Coconut_2_8_M4_10_18_2019_S316_L004_R2_001.fastq.gz	1d822022136f7031b86d5e18e503285b	Shotgun metagenomic library preparation
ERS28441245	PRJEB106128	Illumina HiSeq 2500	Coconut_2_8_M6_12_18_2019_S196_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_8_M6_12_18_2019_S196_L002_R1_001.fastq.gz	4c480924e0f700179c117a80e6ca3cb5	Coconut_2_8_M6_12_18_2019_S196_L002_R2_001.fastq.gz	1d18648ff90da6ba367abcd1e997f72e	Shotgun metagenomic library preparation
ERS28441246	PRJEB106128	Illumina HiSeq 2500	Coconut_2_8_M9_3_20_2020_S193_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_8_M9_3_20_2020_S193_L002_R1_001.fastq.gz	e035d0d677bdd1f156eb5d69e54e3f8a	Coconut_2_8_M9_3_20_2020_S193_L002_R2_001.fastq.gz	df097e020936f633e4d4ccc60525470f	Shotgun metagenomic library preparation
ERS28441247	PRJEB106128	Illumina HiSeq 2500	Coconut_2_9_M11_5_21_2020_S65_L003	METAGENOMIC	RANDOM	WGS	Coconut_2_9_M11_5_21_2020_S65_L003_R1_001.fastq.gz	664f2a7f3536bbffd9482cc019c6f046	Coconut_2_9_M11_5_21_2020_S65_L003_R2_001.fastq.gz	e755dffbcd5938fda0847bb130feec23	Shotgun metagenomic library preparation
ERS28441248	PRJEB106128	Illumina HiSeq 2500	Coconut_2_9_M4_10_18_2019_S317_L004	METAGENOMIC	RANDOM	WGS	Coconut_2_9_M4_10_18_2019_S317_L004_R1_001.fastq.gz	dd29a0430cca03b83b70fd03fd1b768a	Coconut_2_9_M4_10_18_2019_S317_L004_R2_001.fastq.gz	c7695e75993037b0e4b936ddde74d23c	Shotgun metagenomic library preparation
ERS28441249	PRJEB106128	Illumina HiSeq 2500	Coconut_2_9_M6_12_18_2019_S197_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_9_M6_12_18_2019_S197_L002_R1_001.fastq.gz	d39cdc17535dfbbd271ebacc7a16c84c	Coconut_2_9_M6_12_18_2019_S197_L002_R2_001.fastq.gz	f14fff28e93a23d102ab512e2ee6e8fc	Shotgun metagenomic library preparation
ERS28441250	PRJEB106128	Illumina HiSeq 2500	Coconut_2_9_M9_3_20_2020_S194_L002	METAGENOMIC	RANDOM	WGS	Coconut_2_9_M9_3_20_2020_S194_L002_R1_001.fastq.gz	e739633b5e393dfad8fe75ddbad13b69	Coconut_2_9_M9_3_20_2020_S194_L002_R2_001.fastq.gz	886f6e65490c92c302e59842755d98e7	Shotgun metagenomic library preparation
ERS28441251	PRJEB106128	Illumina HiSeq 2500	Coconut_3_1_M11_5_21_2020_S66_L003	METAGENOMIC	RANDOM	WGS	Coconut_3_1_M11_5_21_2020_S66_L003_R1_001.fastq.gz	e5995ac946c3aad59f00b9b0d90ef1c8	Coconut_3_1_M11_5_21_2020_S66_L003_R2_001.fastq.gz	88e409789f7a556d22bbb64be7eb0d1e	Shotgun metagenomic library preparation
ERS28441252	PRJEB106128	Illumina HiSeq 2500	Coconut_3_1_M1_7_31_2019_S47_L003	METAGENOMIC	RANDOM	WGS	Coconut_3_1_M1_7_31_2019_S47_L003_R1_001.fastq.gz	02b0e712a34b6d021494e5067c646aa1	Coconut_3_1_M1_7_31_2019_S47_L003_R2_001.fastq.gz	cf4f6dfba599c20ac5f03f4f05f6938f	Shotgun metagenomic library preparation
ERS28441253	PRJEB106128	Illumina HiSeq 2500	Coconut_3_1_M4_10_18_2019_S319_L004	METAGENOMIC	RANDOM	WGS	Coconut_3_1_M4_10_18_2019_S319_L004_R1_001.fastq.gz	f74361a5f8023a60ec8fb94d371c0c52	Coconut_3_1_M4_10_18_2019_S319_L004_R2_001.fastq.gz	6c3050b61004078694608b958639baa0	Shotgun metagenomic library preparation
ERS28441254	PRJEB106128	Illumina HiSeq 2500	Coconut_3_1_M6_12_18_2019_S199_L002	METAGENOMIC	RANDOM	WGS	Coconut_3_1_M6_12_18_2019_S199_L002_R1_001.fastq.gz	07c98bd8a3f371d462c05266e4f3c5e0	Coconut_3_1_M6_12_18_2019_S199_L002_R2_001.fastq.gz	2e4d8ad55bc622b8055d26b527fe9725	Shotgun metagenomic library preparation
ERS28441255	PRJEB106128	Illumina HiSeq 2500	Coconut_3_1_M9_3_20_2020_S196_L002	METAGENOMIC	RANDOM	WGS	Coconut_3_1_M9_3_20_2020_S196_L002_R1_001.fastq.gz	4f6f7d81d8785aebfa79be160dd097a2	Coconut_3_1_M9_3_20_2020_S196_L002_R2_001.fastq.gz	e200658f159842f4d838cf74f10e5b19	Shotgun metagenomic library preparation
ERS28441256	PRJEB106128	Illumina HiSeq 2500	Coconut_3_2_D0_6_18_19_S425_L001	METAGENOMIC	RANDOM	WGS	Coconut_3_2_D0_6_18_19_S425_L001_R1_001.fastq.gz	ac545cd2446e4ec12eef697a9fa71fdd	Coconut_3_2_D0_6_18_19_S425_L001_R2_001.fastq.gz	7d4af085af904c2b7972776fd18cbbab	Shotgun metagenomic library preparation
ERS28441257	PRJEB106128	Illumina HiSeq 2500	Coconut_3_2_M11_5_21_2020_S67_L003	METAGENOMIC	RANDOM	WGS	Coconut_3_2_M11_5_21_2020_S67_L003_R1_001.fastq.gz	6aa068493160acdf9b233e26c899bd8a	Coconut_3_2_M11_5_21_2020_S67_L003_R2_001.fastq.gz	5bb34e26cc310a1655fa72bbd3780002	Shotgun metagenomic library preparation
ERS28441258	PRJEB106128	Illumina HiSeq 2500	Coconut_3_2_M1_7_31_2019_S48_L003	METAGENOMIC	RANDOM	WGS	Coconut_3_2_M1_7_31_2019_S48_L003_R1_001.fastq.gz	020159dd95690b8eb05273b6277309a9	Coconut_3_2_M1_7_31_2019_S48_L003_R2_001.fastq.gz	b99a45be0004ad46ec5866a5d2be6d4e	Shotgun metagenomic library preparation
