FileType	fastq	Read submission file type										
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	library_construction_protocol
ERS28441593	PRJEB106128	Illumina HiSeq 2500	Keto_1_3_M11_5_21_2020_S71_L003	METAGENOMIC	RANDOM	WGS	Keto_1_3_M11_5_21_2020_S71_L003_R1_001.fastq.gz	3a54a2724d11b7d962c9309d1a82123d	Keto_1_3_M11_5_21_2020_S71_L003_R2_001.fastq.gz	2a8d5ff7ed369f0b6454268fab36e3ce	Shotgun metagenomic library preparation
ERS28441594	PRJEB106128	Illumina HiSeq 2500	Keto_1_3_M1_7_31_2019_S59_L003	METAGENOMIC	RANDOM	WGS	Keto_1_3_M1_7_31_2019_S59_L003_R1_001.fastq.gz	b9444caf0e8e6c40e0fca028c66e910f	Keto_1_3_M1_7_31_2019_S59_L003_R2_001.fastq.gz	8b0b34aa08b78aac38053e66783c82e5	Shotgun metagenomic library preparation
ERS28441595	PRJEB106128	Illumina HiSeq 2500	Keto_1_3_M4_10_18_2019_S327_L004	METAGENOMIC	RANDOM	WGS	Keto_1_3_M4_10_18_2019_S327_L004_R1_001.fastq.gz	1be56866e98369a161d81e0d8978924c	Keto_1_3_M4_10_18_2019_S327_L004_R2_001.fastq.gz	7e5d81a08e9453af6f36a11d2dfcc86b	Shotgun metagenomic library preparation
ERS28441596	PRJEB106128	Illumina HiSeq 2500	Keto_1_3_M6_12_18_2019_S207_L002	METAGENOMIC	RANDOM	WGS	Keto_1_3_M6_12_18_2019_S207_L002_R1_001.fastq.gz	068cb6bb75106e013da7998987f702b3	Keto_1_3_M6_12_18_2019_S207_L002_R2_001.fastq.gz	fb3161ab5d091905db792dae263f8374	Shotgun metagenomic library preparation
ERS28441597	PRJEB106128	Illumina HiSeq 2500	Keto_1_3_M9_3_20_2020_S204_L002	METAGENOMIC	RANDOM	WGS	Keto_1_3_M9_3_20_2020_S204_L002_R1_001.fastq.gz	d577f23d009e9ad65f7d13253202de89	Keto_1_3_M9_3_20_2020_S204_L002_R2_001.fastq.gz	e6a8e151c2d4cbb771c963f62cbea586	Shotgun metagenomic library preparation
ERS28441598	PRJEB106128	Illumina HiSeq 2500	Keto_1_4_M1_7_31_2019_S60_L003	METAGENOMIC	RANDOM	WGS	Keto_1_4_M1_7_31_2019_S60_L003_R1_001.fastq.gz	274f83c45bc05eed13d09c7394e00d39	Keto_1_4_M1_7_31_2019_S60_L003_R2_001.fastq.gz	757e7613b4fa0fdf5ec1d7ddeedc84a1	Shotgun metagenomic library preparation
ERS28441599	PRJEB106128	Illumina HiSeq 2500	Keto_1_4_M4_10_18_2019_S328_L004	METAGENOMIC	RANDOM	WGS	Keto_1_4_M4_10_18_2019_S328_L004_R1_001.fastq.gz	bd3687accd5ab7b4a4c7d0284a94f5e5	Keto_1_4_M4_10_18_2019_S328_L004_R2_001.fastq.gz	c964b31cbf57f927453b714dce08eb4b	Shotgun metagenomic library preparation
ERS28441600	PRJEB106128	Illumina HiSeq 2500	Keto_1_4_M6_12_18_2019_S208_L002	METAGENOMIC	RANDOM	WGS	Keto_1_4_M6_12_18_2019_S208_L002_R1_001.fastq.gz	3313753392235f8a4b0f256efab454a0	Keto_1_4_M6_12_18_2019_S208_L002_R2_001.fastq.gz	b9399e0c4728e3a165c8e18b17030847	Shotgun metagenomic library preparation
ERS28441601	PRJEB106128	Illumina HiSeq 2500	Keto_1_4_M9R0_4_3_2020_S1_L003	METAGENOMIC	RANDOM	WGS	Keto_1_4_M9R0_4_3_2020_S1_L003_R1_001.fastq.gz	9062e80e6caa63d2075445964ad95a10	Keto_1_4_M9R0_4_3_2020_S1_L003_R2_001.fastq.gz	d44c5aa4eed5d3bcb2e6c863e7dd159c	Shotgun metagenomic library preparation
ERS28441602	PRJEB106128	Illumina HiSeq 2500	Keto_1_4_M9R2_5_22_2020_S635_L001	METAGENOMIC	RANDOM	WGS	Keto_1_4_M9R2_5_22_2020_S635_L001_R1_001.fastq.gz	73264ccff67e9619bf6a1a1c5e41b73d	Keto_1_4_M9R2_5_22_2020_S635_L001_R2_001.fastq.gz	dffc38e94ae203af7d969200253dcf5a	Shotgun metagenomic library preparation
ERS28441603	PRJEB106128	Illumina HiSeq 2500	Keto_1_4_M9_3_20_2020_S205_L002	METAGENOMIC	RANDOM	WGS	Keto_1_4_M9_3_20_2020_S205_L002_R1_001.fastq.gz	1f0ea2bd244386baea5f3564025136e5	Keto_1_4_M9_3_20_2020_S205_L002_R2_001.fastq.gz	34661144e8e746238109fcabfc845219	Shotgun metagenomic library preparation
ERS28441604	PRJEB106128	Illumina HiSeq 2500	Keto_1_5_D0_6_18_19_S430_L001	METAGENOMIC	RANDOM	WGS	Keto_1_5_D0_6_18_19_S430_L001_R1_001.fastq.gz	de69fac751ab6565320f103780338aea	Keto_1_5_D0_6_18_19_S430_L001_R2_001.fastq.gz	1c7e1cc84bc341714c6178e5262eefe8	Shotgun metagenomic library preparation
ERS28441605	PRJEB106128	Illumina HiSeq 2500	Keto_1_5_M4_10_18_2019_S329_L004	METAGENOMIC	RANDOM	WGS	Keto_1_5_M4_10_18_2019_S329_L004_R1_001.fastq.gz	583f370f90e90ed3034dcd3bc049614b	Keto_1_5_M4_10_18_2019_S329_L004_R2_001.fastq.gz	c9abe26366c75adad155c2f722041d8e	Shotgun metagenomic library preparation
ERS28441606	PRJEB106128	Illumina HiSeq 2500	Keto_1_5_M6_12_18_2019_S209_L002	METAGENOMIC	RANDOM	WGS	Keto_1_5_M6_12_18_2019_S209_L002_R1_001.fastq.gz	3957664fc7cac2435a6d8d51dafbf3d0	Keto_1_5_M6_12_18_2019_S209_L002_R2_001.fastq.gz	b95c16bc9a8743e4d865d486054aca93	Shotgun metagenomic library preparation
ERS28441607	PRJEB106128	Illumina HiSeq 2500	Keto_1_5_M9R0_4_3_2020_S2_L003	METAGENOMIC	RANDOM	WGS	Keto_1_5_M9R0_4_3_2020_S2_L003_R1_001.fastq.gz	12f6da3da008c7cd6517d7d258ff1e0e	Keto_1_5_M9R0_4_3_2020_S2_L003_R2_001.fastq.gz	47d03677ebe0c5fcb63288ee5e8870ca	Shotgun metagenomic library preparation
ERS28441608	PRJEB106128	Illumina HiSeq 2500	Keto_1_5_M9R2_5_22_2020_S636_L001	METAGENOMIC	RANDOM	WGS	Keto_1_5_M9R2_5_22_2020_S636_L001_R1_001.fastq.gz	c85489cbd096600d912cabc45d90400d	Keto_1_5_M9R2_5_22_2020_S636_L001_R2_001.fastq.gz	3ea680852b06ad9aa14d419248a9dc6b	Shotgun metagenomic library preparation
ERS28441609	PRJEB106128	Illumina HiSeq 2500	Keto_1_5_M9_3_20_2020_S206_L002	METAGENOMIC	RANDOM	WGS	Keto_1_5_M9_3_20_2020_S206_L002_R1_001.fastq.gz	6a7b71f143448ceecaf4af7512eab748	Keto_1_5_M9_3_20_2020_S206_L002_R2_001.fastq.gz	ff5168da327889ff7cb3085cea781a00	Shotgun metagenomic library preparation
ERS28441610	PRJEB106128	Illumina HiSeq 2500	Keto_1_plus_2_R_1_M4R2_12_6_2019_S256_L002	METAGENOMIC	RANDOM	WGS	Keto_1_plus_2_R_1_M4R2_12_6_2019_S256_L002_R1_001.fastq.gz	5e623cf15abe5d4cb2100d9823a56748	Keto_1_plus_2_R_1_M4R2_12_6_2019_S256_L002_R2_001.fastq.gz	1fbc3bc9a1e9238242979f325286926a	Shotgun metagenomic library preparation
ERS28441611	PRJEB106128	Illumina HiSeq 2500	Keto_1_plus_2_R_8_M4R2_12_6_2019_S257_L002	METAGENOMIC	RANDOM	WGS	Keto_1_plus_2_R_8_M4R2_12_6_2019_S257_L002_R1_001.fastq.gz	119c6cb2b39672cd7cbf2ef7ed5c01c6	Keto_1_plus_2_R_8_M4R2_12_6_2019_S257_L002_R2_001.fastq.gz	aaf35d697e7c8b07b933af72be07a971	Shotgun metagenomic library preparation
ERS28441612	PRJEB106128	Illumina HiSeq 2500	Keto_2_10_D0_6_18_19_S432_L001	METAGENOMIC	RANDOM	WGS	Keto_2_10_D0_6_18_19_S432_L001_R1_001.fastq.gz	8a0f3ddedff5cd8469c310dbf32d5274	Keto_2_10_D0_6_18_19_S432_L001_R2_001.fastq.gz	9e9c36a01b03397643d7febdf746bad4	Shotgun metagenomic library preparation
ERS28441613	PRJEB106128	Illumina HiSeq 2500	Keto_2_10_M4_10_18_2019_S333_L004	METAGENOMIC	RANDOM	WGS	Keto_2_10_M4_10_18_2019_S333_L004_R1_001.fastq.gz	f45515129716bd7f7b45afa5bae66cce	Keto_2_10_M4_10_18_2019_S333_L004_R2_001.fastq.gz	f1ef7b143376ebea7a09b5c8fe4e85af	Shotgun metagenomic library preparation
ERS28441614	PRJEB106128	Illumina HiSeq 2500	Keto_2_10_M6_12_18_2019_S213_L002	METAGENOMIC	RANDOM	WGS	Keto_2_10_M6_12_18_2019_S213_L002_R1_001.fastq.gz	2c43c0baf558515a3372b09cd702ce33	Keto_2_10_M6_12_18_2019_S213_L002_R2_001.fastq.gz	a78576daf7e203baf044d14ea4d64516	Shotgun metagenomic library preparation
ERS28441615	PRJEB106128	Illumina HiSeq 2500	Keto_2_10_M9R0_4_3_2020_S4_L003	METAGENOMIC	RANDOM	WGS	Keto_2_10_M9R0_4_3_2020_S4_L003_R1_001.fastq.gz	bac51e16d37a74cc8af4ab9e39c109bb	Keto_2_10_M9R0_4_3_2020_S4_L003_R2_001.fastq.gz	3bc46b9ed4fd001b641a51739d958760	Shotgun metagenomic library preparation
ERS28441616	PRJEB106128	Illumina HiSeq 2500	Keto_2_10_M9R2_5_22_2020_S638_L001	METAGENOMIC	RANDOM	WGS	Keto_2_10_M9R2_5_22_2020_S638_L001_R1_001.fastq.gz	35d6263ea4660de29a3c2860cac9fd33	Keto_2_10_M9R2_5_22_2020_S638_L001_R2_001.fastq.gz	5c68ca37d6bc55441855e9f3edecccb2	Shotgun metagenomic library preparation
ERS28441617	PRJEB106128	Illumina HiSeq 2500	Keto_2_10_M9_3_20_2020_S210_L002	METAGENOMIC	RANDOM	WGS	Keto_2_10_M9_3_20_2020_S210_L002_R1_001.fastq.gz	f444d2a99c573d057daae1b0d9961cd9	Keto_2_10_M9_3_20_2020_S210_L002_R2_001.fastq.gz	f501c44b2e3a88a951418ec8830f4898	Shotgun metagenomic library preparation
ERS28441618	PRJEB106128	Illumina HiSeq 2500	Keto_2_6_D0_6_18_19_S431_L001	METAGENOMIC	RANDOM	WGS	Keto_2_6_D0_6_18_19_S431_L001_R1_001.fastq.gz	5c384e59f8471eccbc0f55d82bc8dc4f	Keto_2_6_D0_6_18_19_S431_L001_R2_001.fastq.gz	7f95fd786da99c161f503b690780807d	Shotgun metagenomic library preparation
ERS28441619	PRJEB106128	Illumina HiSeq 2500	Keto_2_6_M11_5_21_2020_S72_L003	METAGENOMIC	RANDOM	WGS	Keto_2_6_M11_5_21_2020_S72_L003_R1_001.fastq.gz	3ee5edc677d1e6e8a154e1b06f8dd3cc	Keto_2_6_M11_5_21_2020_S72_L003_R2_001.fastq.gz	5e03ddfae97f8df7b59c77ebabb1547a	Shotgun metagenomic library preparation
ERS28441620	PRJEB106128	Illumina HiSeq 2500	Keto_2_6_M1_7_31_2019_S62_L003	METAGENOMIC	RANDOM	WGS	Keto_2_6_M1_7_31_2019_S62_L003_R1_001.fastq.gz	cc442dbc0b13e537591ec045f1359320	Keto_2_6_M1_7_31_2019_S62_L003_R2_001.fastq.gz	f56326c4173cda844aa2a0630f63a91a	Shotgun metagenomic library preparation
ERS28441621	PRJEB106128	Illumina HiSeq 2500	Keto_2_6_M4_10_18_2019_S330_L004	METAGENOMIC	RANDOM	WGS	Keto_2_6_M4_10_18_2019_S330_L004_R1_001.fastq.gz	bd834b4d942658c7aba11144db8b1ce9	Keto_2_6_M4_10_18_2019_S330_L004_R2_001.fastq.gz	6e6c0709ae0b76bfe319ca5e5356df0e	Shotgun metagenomic library preparation
ERS28441622	PRJEB106128	Illumina HiSeq 2500	Keto_2_6_M6_12_18_2019_S210_L002	METAGENOMIC	RANDOM	WGS	Keto_2_6_M6_12_18_2019_S210_L002_R1_001.fastq.gz	7d91f06781e3d07bb6e8edf37e0f2f5a	Keto_2_6_M6_12_18_2019_S210_L002_R2_001.fastq.gz	de30931c5d254287ccdafdb31d52d760	Shotgun metagenomic library preparation
ERS28441623	PRJEB106128	Illumina HiSeq 2500	Keto_2_6_M9_3_20_2020_S207_L002	METAGENOMIC	RANDOM	WGS	Keto_2_6_M9_3_20_2020_S207_L002_R1_001.fastq.gz	1800eae25f42de06e44f1b814bdb8e39	Keto_2_6_M9_3_20_2020_S207_L002_R2_001.fastq.gz	0d1619f415f0ea926f955828b5b59080	Shotgun metagenomic library preparation
ERS28441624	PRJEB106128	Illumina HiSeq 2500	Keto_2_7_M11_5_21_2020_S73_L003	METAGENOMIC	RANDOM	WGS	Keto_2_7_M11_5_21_2020_S73_L003_R1_001.fastq.gz	b1f9ddc7397b321ba6a39fb675b266a9	Keto_2_7_M11_5_21_2020_S73_L003_R2_001.fastq.gz	3ec55d3be92c517b4f93556d9323d891	Shotgun metagenomic library preparation
ERS28441625	PRJEB106128	Illumina HiSeq 2500	Keto_2_7_M4_10_18_2019_S331_L004	METAGENOMIC	RANDOM	WGS	Keto_2_7_M4_10_18_2019_S331_L004_R1_001.fastq.gz	8a39db393ae95aa6702a50f2f32a6321	Keto_2_7_M4_10_18_2019_S331_L004_R2_001.fastq.gz	6e71349248c6aeb5ba1a451046602220	Shotgun metagenomic library preparation
ERS28441626	PRJEB106128	Illumina HiSeq 2500	Keto_2_7_M6_12_18_2019_S211_L002	METAGENOMIC	RANDOM	WGS	Keto_2_7_M6_12_18_2019_S211_L002_R1_001.fastq.gz	64d03bcc842863ea3a17666d54842bba	Keto_2_7_M6_12_18_2019_S211_L002_R2_001.fastq.gz	d547e21e010c13ca57358a932f8e1ffd	Shotgun metagenomic library preparation
ERS28441627	PRJEB106128	Illumina HiSeq 2500	Keto_2_7_M9_3_20_2020_S208_L002	METAGENOMIC	RANDOM	WGS	Keto_2_7_M9_3_20_2020_S208_L002_R1_001.fastq.gz	27b8941ed2ac603bca4190de7fd949e7	Keto_2_7_M9_3_20_2020_S208_L002_R2_001.fastq.gz	1e5fd2a9c005906b2519f1055d4a0bf5	Shotgun metagenomic library preparation
ERS28441628	PRJEB106128	Illumina HiSeq 2500	Keto_2_8_M1_7_31_2019_S64_L003	METAGENOMIC	RANDOM	WGS	Keto_2_8_M1_7_31_2019_S64_L003_R1_001.fastq.gz	52e135123c258d9e9c92fc45e88edf32	Keto_2_8_M1_7_31_2019_S64_L003_R2_001.fastq.gz	bfff74ddd544897247d56a4d4f5657df	Shotgun metagenomic library preparation
ERS28441629	PRJEB106128	Illumina HiSeq 2500	Keto_2_8_M4R5_4_3_2020_S3_L003	METAGENOMIC	RANDOM	WGS	Keto_2_8_M4R5_4_3_2020_S3_L003_R1_001.fastq.gz	f0975636975b7d17d3b42f4de6d05837	Keto_2_8_M4R5_4_3_2020_S3_L003_R2_001.fastq.gz	99282f36a073740a41d58203780d59d5	Shotgun metagenomic library preparation
ERS28441630	PRJEB106128	Illumina HiSeq 2500	Keto_2_8_M4R7_5_22_2020_S637_L001	METAGENOMIC	RANDOM	WGS	Keto_2_8_M4R7_5_22_2020_S637_L001_R1_001.fastq.gz	cb533b8a1873479c6aa8da0101108ccc	Keto_2_8_M4R7_5_22_2020_S637_L001_R2_001.fastq.gz	a0598b252dfb903445615c91783a3f11	Shotgun metagenomic library preparation
ERS28441631	PRJEB106128	Illumina HiSeq 2500	Keto_2_9_M11_5_21_2020_S74_L003	METAGENOMIC	RANDOM	WGS	Keto_2_9_M11_5_21_2020_S74_L003_R1_001.fastq.gz	5dd78be8259eeac40d6122b2f6eb2b43	Keto_2_9_M11_5_21_2020_S74_L003_R2_001.fastq.gz	995c0a41f2b3cf71dad4f2b51458c647	Shotgun metagenomic library preparation
ERS28441632	PRJEB106128	Illumina HiSeq 2500	Keto_2_9_M1_7_31_2019_S65_L003	METAGENOMIC	RANDOM	WGS	Keto_2_9_M1_7_31_2019_S65_L003_R1_001.fastq.gz	dd1eb3baf746563c4ab6a950f11551cf	Keto_2_9_M1_7_31_2019_S65_L003_R2_001.fastq.gz	241605a4d713838487c36b49d372a9ad	Shotgun metagenomic library preparation
ERS28441633	PRJEB106128	Illumina HiSeq 2500	Keto_2_9_M4_10_18_2019_S332_L004	METAGENOMIC	RANDOM	WGS	Keto_2_9_M4_10_18_2019_S332_L004_R1_001.fastq.gz	e2cbea8cf2460b97433ae4134ca7c0f1	Keto_2_9_M4_10_18_2019_S332_L004_R2_001.fastq.gz	f24bc53205bc778b1ecc7de53312034a	Shotgun metagenomic library preparation
ERS28441634	PRJEB106128	Illumina HiSeq 2500	Keto_2_9_M6_12_18_2019_S212_L002	METAGENOMIC	RANDOM	WGS	Keto_2_9_M6_12_18_2019_S212_L002_R1_001.fastq.gz	746ce014d7bd01f27dc88300b0d7b588	Keto_2_9_M6_12_18_2019_S212_L002_R2_001.fastq.gz	6364d7c1b87da9bbf5df825b32b2013b	Shotgun metagenomic library preparation
ERS28441635	PRJEB106128	Illumina HiSeq 2500	Keto_2_9_M9_3_20_2020_S209_L002	METAGENOMIC	RANDOM	WGS	Keto_2_9_M9_3_20_2020_S209_L002_R1_001.fastq.gz	4a1f2f25135f7183efdae9e659d76a48	Keto_2_9_M9_3_20_2020_S209_L002_R2_001.fastq.gz	b6b5933808e50366c4f1f916b817591e	Shotgun metagenomic library preparation
ERS28441636	PRJEB106128	Illumina HiSeq 2500	Keto_3_1_M1_7_31_2019_S67_L003	METAGENOMIC	RANDOM	WGS	Keto_3_1_M1_7_31_2019_S67_L003_R1_001.fastq.gz	4f1f49b6d16e553f54065226dab0319b	Keto_3_1_M1_7_31_2019_S67_L003_R2_001.fastq.gz	f7df261d4d7960f2c3b0fd44ab4a50e1	Shotgun metagenomic library preparation
ERS28441637	PRJEB106128	Illumina HiSeq 2500	Keto_3_1_M4R5_4_3_2020_S5_L003	METAGENOMIC	RANDOM	WGS	Keto_3_1_M4R5_4_3_2020_S5_L003_R1_001.fastq.gz	f08730ee5ef684f1b3f0c96af55b8048	Keto_3_1_M4R5_4_3_2020_S5_L003_R2_001.fastq.gz	df719a86d0d3b4e86cac0da4693f1500	Shotgun metagenomic library preparation
ERS28441638	PRJEB106128	Illumina HiSeq 2500	Keto_3_1_M4R7_5_22_2020_S639_L001	METAGENOMIC	RANDOM	WGS	Keto_3_1_M4R7_5_22_2020_S639_L001_R1_001.fastq.gz	fc726dfc545f9cfd52776c75e896ca83	Keto_3_1_M4R7_5_22_2020_S639_L001_R2_001.fastq.gz	076f3c7f0f8c9d0b6cb615bbd12f13d6	Shotgun metagenomic library preparation
ERS28441639	PRJEB106128	Illumina HiSeq 2500	Keto_3_2_D0_6_18_19_S433_L001	METAGENOMIC	RANDOM	WGS	Keto_3_2_D0_6_18_19_S433_L001_R1_001.fastq.gz	10b0db22da1b1f18ae1ce81eed1f2db4	Keto_3_2_D0_6_18_19_S433_L001_R2_001.fastq.gz	3725909102ba90ac0a7816b5d0c08408	Shotgun metagenomic library preparation
ERS28441640	PRJEB106128	Illumina HiSeq 2500	Keto_3_2_M11_5_21_2020_S75_L003	METAGENOMIC	RANDOM	WGS	Keto_3_2_M11_5_21_2020_S75_L003_R1_001.fastq.gz	8d9ccf40ac679a2f19e7bbe08219f34e	Keto_3_2_M11_5_21_2020_S75_L003_R2_001.fastq.gz	fe3636413fe76af9b924e4033204d29c	Shotgun metagenomic library preparation
ERS28441641	PRJEB106128	Illumina HiSeq 2500	Keto_3_2_M4_10_18_2019_S334_L004	METAGENOMIC	RANDOM	WGS	Keto_3_2_M4_10_18_2019_S334_L004_R1_001.fastq.gz	70120ddac8fb0baff26e3c9339720810	Keto_3_2_M4_10_18_2019_S334_L004_R2_001.fastq.gz	2a2fb00924a13a2140f2657f32c6a8aa	Shotgun metagenomic library preparation
ERS28441642	PRJEB106128	Illumina HiSeq 2500	Keto_3_2_M6_12_18_2019_S214_L002	METAGENOMIC	RANDOM	WGS	Keto_3_2_M6_12_18_2019_S214_L002_R1_001.fastq.gz	503f07373b23d087ba3ff99d7d70c165	Keto_3_2_M6_12_18_2019_S214_L002_R2_001.fastq.gz	b4508e270ee039228f0ae42c9c1cc415	Shotgun metagenomic library preparation
ERS28441643	PRJEB106128	Illumina HiSeq 2500	Keto_3_2_M9_3_20_2020_S211_L002	METAGENOMIC	RANDOM	WGS	Keto_3_2_M9_3_20_2020_S211_L002_R1_001.fastq.gz	c498ee6963c76d5ea843c39a7e3ecb40	Keto_3_2_M9_3_20_2020_S211_L002_R2_001.fastq.gz	75dbc66690020419cdb91f0ca0f9aaed	Shotgun metagenomic library preparation
ERS28441644	PRJEB106128	Illumina HiSeq 2500	Keto_3_3_D0_6_18_19_S434_L001	METAGENOMIC	RANDOM	WGS	Keto_3_3_D0_6_18_19_S434_L001_R1_001.fastq.gz	07ec51d63dbf3206962e8d24651e0e2d	Keto_3_3_D0_6_18_19_S434_L001_R2_001.fastq.gz	d7ece769c8aa6c301a31f34ac9422757	Shotgun metagenomic library preparation
ERS28441645	PRJEB106128	Illumina HiSeq 2500	Keto_3_3_M1_7_31_2019_S69_L003	METAGENOMIC	RANDOM	WGS	Keto_3_3_M1_7_31_2019_S69_L003_R1_001.fastq.gz	9a298702d82d1ed2eff2839abfe3b600	Keto_3_3_M1_7_31_2019_S69_L003_R2_001.fastq.gz	60f1c1170b7915750552e233fdae9bb4	Shotgun metagenomic library preparation
ERS28441646	PRJEB106128	Illumina HiSeq 2500	Keto_3_3_M4_10_18_2019_S335_L004	METAGENOMIC	RANDOM	WGS	Keto_3_3_M4_10_18_2019_S335_L004_R1_001.fastq.gz	f1aa44234cdfe3a19a9be67955017df8	Keto_3_3_M4_10_18_2019_S335_L004_R2_001.fastq.gz	c24a3e6dfed3fd2482f110a9f99d6879	Shotgun metagenomic library preparation
ERS28441647	PRJEB106128	Illumina HiSeq 2500	Keto_3_3_M6_12_18_2019_S215_L002	METAGENOMIC	RANDOM	WGS	Keto_3_3_M6_12_18_2019_S215_L002_R1_001.fastq.gz	6098c23d5ea0c64ced2296a596e9f861	Keto_3_3_M6_12_18_2019_S215_L002_R2_001.fastq.gz	495e7605063e88ba1271cf4b71d2f69b	Shotgun metagenomic library preparation
ERS28441648	PRJEB106128	Illumina HiSeq 2500	Keto_3_3_M9R0_4_3_2020_S6_L003	METAGENOMIC	RANDOM	WGS	Keto_3_3_M9R0_4_3_2020_S6_L003_R1_001.fastq.gz	bfc6d615e36ba4c38d2d5d168d0426b4	Keto_3_3_M9R0_4_3_2020_S6_L003_R2_001.fastq.gz	4dd7dd1313cf4f56fa02e77af5f24b8b	Shotgun metagenomic library preparation
ERS28441649	PRJEB106128	Illumina HiSeq 2500	Keto_3_3_M9R2_5_22_2020_S640_L001	METAGENOMIC	RANDOM	WGS	Keto_3_3_M9R2_5_22_2020_S640_L001_R1_001.fastq.gz	d63622936b16071cd3af283aa96832d1	Keto_3_3_M9R2_5_22_2020_S640_L001_R2_001.fastq.gz	08d9a1307b81f64ee3910353693014e4	Shotgun metagenomic library preparation
ERS28441650	PRJEB106128	Illumina HiSeq 2500	Keto_3_3_M9_3_20_2020_S212_L002	METAGENOMIC	RANDOM	WGS	Keto_3_3_M9_3_20_2020_S212_L002_R1_001.fastq.gz	4a82eb74c89782627cbfc3fc18beff72	Keto_3_3_M9_3_20_2020_S212_L002_R2_001.fastq.gz	1bc9eef797281554b4e5734eef4fce72	Shotgun metagenomic library preparation
ERS28441651	PRJEB106128	Illumina HiSeq 2500	Keto_3_4_M4_10_18_2019_S336_L004	METAGENOMIC	RANDOM	WGS	Keto_3_4_M4_10_18_2019_S336_L004_R1_001.fastq.gz	b5252f954bd71e8337821b500f1bb6f3	Keto_3_4_M4_10_18_2019_S336_L004_R2_001.fastq.gz	1e93d2c266e03e61e737faf28415911d	Shotgun metagenomic library preparation
ERS28441652	PRJEB106128	Illumina HiSeq 2500	Keto_3_4_M6_12_18_2019_S216_L002	METAGENOMIC	RANDOM	WGS	Keto_3_4_M6_12_18_2019_S216_L002_R1_001.fastq.gz	631fb31bfa78a63113b4cef33dde7953	Keto_3_4_M6_12_18_2019_S216_L002_R2_001.fastq.gz	3b57713b2bc17662e129862bb8b8a976	Shotgun metagenomic library preparation
ERS28441653	PRJEB106128	Illumina HiSeq 2500	Keto_3_5_M1_7_31_2019_S71_L003	METAGENOMIC	RANDOM	WGS	Keto_3_5_M1_7_31_2019_S71_L003_R1_001.fastq.gz	beb98a9d02ab9c1966f1b46337ce3703	Keto_3_5_M1_7_31_2019_S71_L003_R2_001.fastq.gz	b42fa7e683675a0825ecc13d8b9c0b73	Shotgun metagenomic library preparation
ERS28441654	PRJEB106128	Illumina HiSeq 2500	Keto_3_5_M4_10_18_2019_S337_L004	METAGENOMIC	RANDOM	WGS	Keto_3_5_M4_10_18_2019_S337_L004_R1_001.fastq.gz	72d75ce3ce171c176820e5eb5b16b81e	Keto_3_5_M4_10_18_2019_S337_L004_R2_001.fastq.gz	74d2cdbc078defbad4ff3fc8632efcb8	Shotgun metagenomic library preparation
ERS28441655	PRJEB106128	Illumina HiSeq 2500	Keto_3_5_M6_12_18_2019_S217_L002	METAGENOMIC	RANDOM	WGS	Keto_3_5_M6_12_18_2019_S217_L002_R1_001.fastq.gz	f84dbe5b8031429ac6389224167a92ea	Keto_3_5_M6_12_18_2019_S217_L002_R2_001.fastq.gz	cb306ecd5a3418c4c1512aa5b5aaf872	Shotgun metagenomic library preparation
ERS28441656	PRJEB106128	Illumina HiSeq 2500	Keto_3_5_M9R0_4_3_2020_S7_L003	METAGENOMIC	RANDOM	WGS	Keto_3_5_M9R0_4_3_2020_S7_L003_R1_001.fastq.gz	027c8b074956a462e0760ea3e4e23ddd	Keto_3_5_M9R0_4_3_2020_S7_L003_R2_001.fastq.gz	f5d72994250d202d022ea2bfac188ba3	Shotgun metagenomic library preparation
ERS28441657	PRJEB106128	Illumina HiSeq 2500	Keto_3_5_M9R2_5_22_2020_S641_L001	METAGENOMIC	RANDOM	WGS	Keto_3_5_M9R2_5_22_2020_S641_L001_R1_001.fastq.gz	f8167b39973519f89694a99a7b75e9d2	Keto_3_5_M9R2_5_22_2020_S641_L001_R2_001.fastq.gz	6b149a9e968ed441538699755cd78fee	Shotgun metagenomic library preparation
ERS28441658	PRJEB106128	Illumina HiSeq 2500	Keto_3_5_M9_3_20_2020_S214_L002	METAGENOMIC	RANDOM	WGS	Keto_3_5_M9_3_20_2020_S214_L002_R1_001.fastq.gz	f7e42197ac5d9695b354085092213db1	Keto_3_5_M9_3_20_2020_S214_L002_R2_001.fastq.gz	f64ce28e67a819182b46bac41a47b80b	Shotgun metagenomic library preparation
ERS28441659	PRJEB106128	Illumina HiSeq 2500	Keto_3_plus_4_R_1_M4R2_12_6_2019_S258_L002	METAGENOMIC	RANDOM	WGS	Keto_3_plus_4_R_1_M4R2_12_6_2019_S258_L002_R1_001.fastq.gz	23536c02c106f70a2316e8fc990c0887	Keto_3_plus_4_R_1_M4R2_12_6_2019_S258_L002_R2_001.fastq.gz	90cbedb45a4119f08417cfa0bd795a16	Shotgun metagenomic library preparation
