"","term","estimate","std.error","statistic","p.value","variable","BH"
"30","DietMilkFat",0.73208577351806,0.119158011872134,6.14382333185992,7.45463214768695e-08,"C18.1.Cer",5.57476838870502e-07
"31","DietOliveOil",0.722784691180872,0.119158011872134,6.06576662219303,1.00555151294485e-07,"C18.1.Cer",7.20645250943806e-07
"32","DietPalmOil",0.681366589584719,0.119158011872134,5.71817688864999,3.77693081388445e-07,"C18.1.Cer",2.40604481477083e-06
"33","SEXM",0.617251501745095,0.0396532620749729,15.5662225361951,1.47784370778915e-22,"C20.Cer",2.54189117739734e-20
"34","DietCoconutOil",0.29227193348467,0.0905520664632512,3.22766718530143,0.00203918850913358,"C20.Cer",0.00446803087351562
"35","DietFishOil",-0.239694766013156,0.0905520664632511,-2.64703805639192,0.0103965028918559,"C20.Cer",0.0176177191861991
"36","DietKetogenic",0.253713052476761,0.0905520664632512,2.80184718456674,0.00686222464507359,"C20.Cer",0.0122311154295612
"37","DietLard",0.264115767096642,0.0905520664632512,2.91672821408033,0.00499596999547154,"C20.Cer",0.00939133157618695
"38","DietMilkFat",0.30271282715113,0.0905520664632512,3.3429698401635,0.0014437208511999,"C20.Cer",0.00342510326077769
"39","DietOliveOil",0.33465906938057,0.0905520664632512,3.69576402230848,0.000482007711370619,"C20.Cer",0.00132648522169194
"40","DietPalmOil",0.426943601073091,0.0905520664632512,4.71489627734071,1.52156265388967e-05,"C20.Cer",6.15785356397704e-05
"41","SEXM",0.616624349398837,0.0436711466661666,14.1197196884357,1.40621004998437e-20,"C20.1.Cer",8.06227095324372e-19
"42","DietCoconutOil",0.225724580703464,0.0997272952718055,2.26341825563658,0.0273027269189966,"C20.1.Cer",0.0410137033193661
"43","DietFishOil",-0.176247163304215,0.0997272952718054,-1.76729111948595,0.0823509042836333,"C20.1.Cer",0.111530358557362
"44","DietKetogenic",-0.157868289043302,0.0997272952718055,-1.58299980575061,0.118767752648824,"C20.1.Cer",0.152448160116401
"45","DietLard",0.148501830413029,0.0997272952718055,1.48907909322406,0.141792811636869,"C20.1.Cer",0.178017252565996
"46","DietMilkFat",0.372614099837068,0.0997272952718055,3.73633014734344,0.000423321683150934,"C20.1.Cer",0.00118392405694245
"47","DietOliveOil",0.340035460902215,0.0997272952718055,3.40965289367823,0.00117874143961094,"C20.1.Cer",0.00289633610875831
"48","DietPalmOil",0.324342535519778,0.0997272952718055,3.25229451611804,0.00189528018442667,"C20.1.Cer",0.00425682463832265
"49","SEXM",0.209447993245346,0.0641224031884444,3.26637778421708,0.00181734079988162,"C20.4.Cer",0.00416776823439517
"50","DietCoconutOil",0.11139908276612,0.146429721325957,0.7607682494877,0.449825343969634,"C20.4.Cer",0.517524810453359
"51","DietFishOil",-0.373665698610012,0.146429721325957,-2.5518432680632,0.0133260369549437,"C20.4.Cer",0.0215955348910925
"52","DietKetogenic",0.203078175744498,0.146429721325957,1.38686445555981,0.170700747678158,"C20.4.Cer",0.210486449474109
"53","DietLard",0.0345502237830649,0.146429721325957,0.235950894874375,0.814287942966507,"C20.4.Cer",0.848833492062056
"54","DietMilkFat",0.0989207300603215,0.146429721325957,0.675550900217321,0.501965096347055,"C20.4.Cer",0.568013135340089
"55","DietOliveOil",-0.000763913093834003,0.146429721325957,-0.00521692650178245,0.995855113587034,"C20.4.Cer",0.99813151128043
"56","DietPalmOil",0.116875444535016,0.146429721325957,0.798167499580552,0.427974348626221,"C20.4.Cer",0.495700929048552
"57","SEXM",0.456196743210456,0.0300379764114895,15.187332760404,4.7530287995174e-22,"C22.Cer",4.08760476758496e-20
"58","DietCoconutOil",0.33784493072715,0.0685946299018737,4.92523877175874,7.14711771186534e-06,"C22.Cer",3.11216264921731e-05
"59","DietFishOil",-0.0283042822061129,0.0685946299018737,-0.41263116728821,0.681372494754479,"C22.Cer",0.732475431861065
"60","DietKetogenic",0.173554120225375,0.0685946299018737,2.53014150631979,0.0140908996981416,"C22.Cer",0.0226507920381341
"61","DietLard",0.15890353368933,0.0685946299018737,2.31655938543068,0.0240195240622863,"C22.Cer",0.0365606914930375
"62","DietMilkFat",0.222254233039326,0.0685946299018737,3.24011126464661,0.00196523350171359,"C22.Cer",0.00436155048122243
"63","DietOliveOil",0.23001278862601,0.0685946299018737,3.35321859677716,0.00139962213906002,"C22.Cer",0.00334354177664338
"64","DietPalmOil",0.274944928865088,0.0685946299018737,4.0082573411126,0.000174119677520395,"C22.Cer",0.000554603417287185
"65","SEXM",0.574144125272841,0.0349613366912002,16.4222589755086,1.12460543635018e-23,"C22.1.Cer",3.86864270104462e-21
"66","DietCoconutOil",0.348564694412581,0.079837600188353,4.36592149050381,5.17931324170214e-05,"C22.1.Cer",0.00018559205782766
"67","DietFishOil",-0.129718775639683,0.079837600188353,-1.62478300116299,0.109539614311654,"C22.1.Cer",0.141660253094771
"68","DietKetogenic",-0.166519655706991,0.079837600188353,-2.08572972276392,0.0413368449993154,"C22.1.Cer",0.059497383597341
"69","DietLard",0.133223190060822,0.079837600188353,1.66867728672357,0.100480262386627,"C22.1.Cer",0.132433755789271
"70","DietMilkFat",0.164363727495801,0.079837600188353,2.05872580222894,0.0439443466092086,"C22.1.Cer",0.0624663439403626
"71","DietOliveOil",0.172085286654378,0.079837600188353,2.15544162460287,0.0352179001363389,"C22.1.Cer",0.051773323277353
"72","DietPalmOil",0.244552783153253,0.079837600188353,3.06312793190557,0.00329794317172617,"C22.1.Cer",0.00675293125639168
"73","SEXM",0.17893513719463,0.0245132442200854,7.29952900514146,8.41062397174305e-10,"C24.Cer",9.97674015958487e-09
"74","DietCoconutOil",0.431262703397579,0.0559783685803762,7.70409560575802,1.73404166504598e-10,"C24.Cer",2.38311645498806e-09
"75","DietFishOil",-0.000131647072527485,0.0559783685803762,-0.0023517490035184,0.99813151128043,"C24.Cer",0.99813151128043
"76","DietKetogenic",0.214313708106928,0.0559783685803762,3.82850936070434,0.00031433360296643,"C24.Cer",0.000916362367969932
"77","DietLard",0.136899136717152,0.0559783685803762,2.4455721055998,0.0174648559584865,"C24.Cer",0.0275592222464191
"78","DietMilkFat",0.23953268969527,0.0559783685803762,4.27902233969785,6.98330728915447e-05,"C24.Cer",0.000240225770746914
"79","DietOliveOil",0.250978451148145,0.0559783685803762,4.48348991785601,3.44281878394295e-05,"C24.Cer",0.000128731484964823
"80","DietPalmOil",0.349364423617488,0.0559783685803762,6.24106118983898,5.12989542352439e-08,"C24.Cer",4.01064551293725e-07
"81","SEXM",0.304289735469882,0.0296255516569801,10.2711922124896,9.34713955426503e-15,"C24.1.Cer",3.21541600666717e-13
"82","DietCoconutOil",0.350116845119565,0.0676528180098076,5.17519972440481,2.86935283189847e-06,"C24.1.Cer",1.39022165376489e-05
"83","DietFishOil",-0.0178386298474724,0.0676528180098075,-0.263679036176828,0.792946025083332,"C24.1.Cer",0.834169518742098
"84","DietKetogenic",-0.200916351524013,0.0676528180098076,-2.96981496757292,0.0043034186947125,"C24.1.Cer",0.00827025715631899
"85","DietLard",0.175040935774298,0.0676528180098076,2.58734138390099,0.012155722342859,"C24.1.Cer",0.0199122308854452
"86","DietMilkFat",0.240304487566441,0.0676528180098076,3.55202480304079,0.000759007027587597,"C24.1.Cer",0.00197801831431919
"87","DietOliveOil",0.357835179547189,0.0676528180098076,5.28928712910841,1.88285573001859e-06,"C24.1.Cer",9.964651863483e-06
"88","DietPalmOil",0.352590664309775,0.0676528180098076,5.2117661123689,2.50769088278878e-06,"C24.1.Cer",1.25021110678165e-05
"89","SEXM",0.0110960065217211,0.0321862782956541,0.344743384736698,0.731513206571596,"C26.Cer",0.776668342779719
"90","DietCoconutOil",0.426642139467873,0.0735004854309898,5.80461662213715,2.72202940069752e-07,"C26.Cer",1.83603551733323e-06
"91","DietFishOil",-0.0102485186400085,0.0735004854309898,-0.139434706858241,0.889581531478151,"C26.Cer",0.910762044132393
