"","term","estimate","std.error","statistic","p.value","variable","BH"
"20","DietKetogenic",0.657145446301541,0.0957956564015617,6.8598668351609,4.66915046857301e-09,"C18.Cer",4.79285762250249e-08
"21","DietLard",0.426653915400875,0.0957956564015616,4.453791867268,3.81857661147158e-05,"C18.Cer",0.000139743654717683
"22","DietMilkFat",0.337523020846161,0.0957956564015617,3.52336456082427,0.000829980651767093,"C18.Cer",0.00211491366079911
"23","DietOliveOil",0.275385315877173,0.0957956564015616,2.87471610114343,0.00561582307296133,"C18.Cer",0.0103307119630946
"24","DietPalmOil",0.462835371372309,0.0957956564015616,4.83148598546232,1.00239841519405e-05,"C18.Cer",4.20518359544819e-05
"25","SEXM",-0.088797544362547,0.052179967367349,-1.70175545985701,0.0940657671715747,"C18.1.Cer",0.124936771841783
"26","DietCoconutOil",0.483914439409629,0.119158011872134,4.06111541982512,0.000145993600935482,"C18.1.Cer",0.000478302844969579
"27","DietFishOil",0.081442585738829,0.119158011872134,0.683483925749141,0.496976604597141,"C18.1.Cer",0.564224263965071
"28","DietKetogenic",0.773364260467472,0.119158011872134,6.49024138886566,1.96063922747801e-08,"C18.1.Cer",1.77489445855904e-07
"29","DietLard",0.615420339038381,0.119158011872134,5.16474158446664,2.98190884057486e-06,"C18.1.Cer",1.40517348103802e-05
